Mj_clf_Acc,Mj_clf_F1,Mj_clf_Prec,Mj_clf_Rec,Mj_clf_AUROC,mi_clf_Acc,mi_clf_F1,mi_clf_Prec,mi_clf_Rec,mi_clf_AUROC,Mj_reg_R2,Mj_reg_RMSE,Mj_reg_MAE,mi_reg_R2,mi_reg_RMSE,mi_reg_MAE
0.8266666666666667,0.8289187527448397,0.8488253968253968,0.8266666666666667,,0.72,0.7059595476986781,0.7126126126126127,0.72,,0.69432550450495,0.49404349502984496,0.346730573168098,0.9052623595980729,0.22239922976545953,0.1343196273688119
0.7733333333333333,0.7374658385093168,0.7205,0.7733333333333333,,0.7466666666666667,0.728028028028028,0.72,0.7466666666666667,,0.5468771130310862,0.5535137590683069,0.39125539059535897,0.5180637927391095,0.3946455310695019,0.2170158328930629
0.9333333333333333,0.9291445868385879,0.9365869599872468,0.9333333333333333,,0.8,0.7833721833721834,0.7862222222222223,0.8,,0.809257443646674,0.3617884311005782,0.26062390672197866,0.6265587572661306,0.4285895808682104,0.17292848302685204
0.8533333333333334,0.8334742929429836,0.8183048433048433,0.8533333333333334,,0.8,0.7929052190427102,0.8052910052910053,0.8,,0.7212049161870737,0.46683669960902524,0.31942122552161173,0.7399222890754651,0.2611463397138124,0.13393900354901106
0.8666666666666667,0.8432555244319951,0.8366426166426166,0.8666666666666667,,0.76,0.7539937839937839,0.7587936507936507,0.76,,0.6478831626054753,0.5373871651726058,0.3938901526235554,0.6997082437313047,0.3629453247044752,0.18651794025746113
