System_ID,Composite,Active,Active_wt%,Support,Support_wt%,Cocatalyst,Cocatalyst_wt%,avg_band_gap,avg_cbm,avg_vbm,avg_energy_above_hull,avg_formation_energy_per_atom,avg_weighted_surface_energy,avg_weighted_work_function,avg_density,Active_is_gap_direct,Active_is_stable,Active_crystal_system
77,TiO2/SiO2/CuC44H28N4,TiO2,3.85,SiO2,95.05000000000001,CuC44H28N4,1.1,5.537794186046512,6.215749191102123,0.6779550050556119,0.0007197403267896588,-3.28126845711128,,,2.6895950200799996,False,False,Orthorhombic
78,TiO2/SiO2/CuC44H28N4,TiO2,3.85,SiO2,95.05000000000001,CuC44H28N4,1.1,5.537794186046512,6.215749191102123,0.6779550050556119,0.0007197403267896588,-3.28126845711128,,,2.6895950200799996,False,False,Orthorhombic
82,Au/ZnC8H10N4/nan,Au,5.0,ZnC8H10N4,95.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
83,Au/ZnC8H10N4/nan,Au,10.0,ZnC8H10N4,90.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
84,Au/ZnC8H10N4/nan,Au,20.0,ZnC8H10N4,80.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
85,Au/ZnC8H10N4/nan,Au,30.0,ZnC8H10N4,70.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
86,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
87,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
88,TiO2/nan/Mg,TiO2,99.93,,-6.827871601444713e-15,Mg,0.07,2.28459966,4.8517,2.5655,0.003041567464083333,-3.502558245664,,,4.1035389190677645,False,False,Orthorhombic
89,TiO2/nan/Mg,TiO2,99.9,,-5.689893001203927e-15,Mg,0.1,2.2839138,4.8517,2.5655,0.0030416703058333333,-3.501505726186667,,,4.10284421484219,False,False,Orthorhombic
90,TiO2/nan/Mg,TiO2,99.83,,1.6930901125533637e-15,Mg,0.17,2.28231346,4.8517,2.5655,0.003041910269916666,-3.499049847406222,,,4.101223238315851,False,False,Orthorhombic
91,ZnO/nan/nan,ZnO,100.0,,0.0,,0.0,0.630899999999999,1.4724,0.8415,0.00806893,-1.782830182499999,,,5.708336616549273,True,False,Cubic
92,Cu/ZnO/nan,Cu,0.25,ZnO,99.75,,0.0,0.629322749999999,1.4724,0.8415,0.008068049024999996,-1.7783538156937493,1.390374491664041,4.554791979046378,5.717092280689553,False,False,Hexagonal
93,Cu/ZnO/nan,Cu,0.5,ZnO,99.5,,0.0,0.6277454999999991,1.4724,0.8415,0.008067168049999992,-1.773877448887499,1.390374491664041,4.554791979046378,5.725847944829834,False,False,Hexagonal
94,Cu/ZnO/nan,Cu,1.0,ZnO,99.0,,0.0,0.624590999999999,1.4724,0.8415,0.00806540609999998,-1.764924715274999,1.390374491664041,4.554791979046378,5.7433592731103955,False,False,Hexagonal
95,Cu/ZnO/nan,Cu,1.5,ZnO,98.5,,0.0,0.6214364999999991,1.4724,0.8415,0.00806364414999997,-1.755971981662499,1.390374491664041,4.554791979046378,5.760870601390956,False,False,Hexagonal
96,Fe3O4/nan/nan,Fe3O4,100.0,,0.0,,0.0,0.0,,,0.013059251428572002,-1.6295829685714271,,,5.108710522936223,False,False,Cubic
100,ZnO/Fe3O4/nan,ZnO,75.0,Fe3O4,25.0,,0.0,0.47317499999999924,1.4723999999999997,0.8415,0.009316510357143,-1.744518379017856,,,5.5584300931460096,True,False,Cubic
101,C70H26O11/Fe3O4/ZnO,C70H26O11,4.0,Fe3O4,24.0,ZnO,72.0,0.47317499999999924,1.4724,0.8415,0.009316510357143001,-1.744518379017856,,,5.5584300931460096,,,
102,C9OH2/Fe3O4/ZnO,C9OH2,4.0,Fe3O4,24.0,ZnO,72.0,0.47317499999999924,1.4724,0.8415,0.009316510357143001,-1.744518379017856,,,5.5584300931460096,,,
103,CuZnO/Fe3O4/nan,CuZnO,75.0,Fe3O4,25.0,,0.0,0.0,,,0.013059251428572002,-1.6295829685714271,,,5.108710522936223,,,
104,C70H26O11/Fe3O4/CuZnO,C70H26O11,4.0,Fe3O4,24.0,CuZnO,72.0,0.0,,,0.013059251428572002,-1.6295829685714271,,,5.108710522936223,,,
105,C9OH2/Fe3O4/CuZnO,C9OH2,4.0,Fe3O4,24.0,CuZnO,72.0,0.0,,,0.013059251428572002,-1.6295829685714271,,,5.108710522936223,,,
106,Bi2WO6/nan/nan,Bi2WO6,100.0,,0.0,,0.0,1.908999999999999,5.5352,3.6262,0.000449895,-1.956102882222222,,,9.289459421405475,False,False,Orthorhombic
107,Ti3C2/Bi2WO6/nan,Ti3C2,0.5,Bi2WO6,99.5,,0.0,1.899454999999999,5.5404915,3.641148,0.00070228931166667,-1.9503023296611108,,,9.2656202707866,False,False,Hexagonal
108,Ti3C2/Bi2WO6/nan,Ti3C2,1.0,Bi2WO6,99.0,,0.0,1.8899099999999989,5.545782999999999,3.656096,0.00095468362333334,-1.9445017770999997,,,9.241781120167726,False,False,Hexagonal
109,Ti3C2/Bi2WO6/nan,Ti3C2,2.0,Bi2WO6,98.0,,0.0,1.8708199999999988,5.556366,3.6859919999999997,0.0014594722466666802,-1.9329006719777775,,,9.194102818929979,False,False,Hexagonal
110,Ti3C2/Bi2WO6/nan,Ti3C2,5.0,Bi2WO6,95.0,,0.0,1.8135499999999989,5.588114999999999,3.7756799999999995,0.0029738381166667005,-1.8980973566111108,,,9.051067915216734,False,False,Hexagonal
111,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
112,C70H26O11/C3N4/nan,C70H26O11,1.0,C3N4,99.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,,,
113,Ag2CrO4/C3N4/nan,Ag2CrO4,5.0,C3N4,95.0,,0.0,1.1919199999999992,2.9810449999999995,1.7891249999999999,0.08550528003571299,0.028808147119047542,,,2.115243783000466,False,False,Orthorhombic
114,Ag2CrO4/C3N4/nan,Ag2CrO4,10.0,C3N4,90.0,,0.0,1.202339999999999,2.94049,1.73815,0.08227000042857,-0.031124265404761917,,,2.2866033647738004,False,False,Orthorhombic
115,Ag2CrO4/C3N4/nan,Ag2CrO4,20.0,C3N4,80.0,,0.0,1.2231799999999993,2.85938,1.6362,0.075799441214284,-0.15098909045238085,,,2.6293225283204693,False,False,Orthorhombic
116,Ag2CrO4/C3N4/nan,Ag2CrO4,30.0,C3N4,70.0,,0.0,1.2440199999999992,2.7782699999999996,1.5342500000000001,0.069328881999998,-0.2708539154999997,,,2.9720416918671386,False,False,Orthorhombic
117,Ag2CrO4/C3N4/nan,Ag2CrO4,40.0,C3N4,60.0,,0.0,1.2648599999999994,2.6971600000000002,1.4323000000000001,0.062858322785712,-0.3907187405476187,,,3.314760855413808,False,False,Orthorhombic
118,Ag2CrO4/nan/nan,Ag2CrO4,100.0,,0.0,,0.0,1.3899,2.2105,0.8206,0.024034967499996,-1.109907690833332,,,5.371075836693823,False,False,Orthorhombic
119,Ag2CrO4/C3N4/C70H26O11,Ag2CrO4,10.0,C3N4,89.0,C70H26O11,1.0,1.2025505050505043,2.939670707070707,1.7371202020202023,0.08220464124458732,-0.03233502121332372,,,2.2900651745065947,False,False,Orthorhombic
121,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
122,C32H16CoN8/C3N4/nan,C32H16CoN8,5.0,C3N4,95.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271313,,,
123,C32H16CoN8/C3N4/nan,C32H16CoN8,10.0,C3N4,90.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,,,
124,C32H16CoN8/C3N4/nan,C32H16CoN8,15.0,C3N4,85.0,,0.0,1.181499999999999,3.0216,1.8401,0.08874055964285602,0.088740559642857,,,1.9438842012271313,,,
125,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
126,CdSe/nan/nan,CdSe,100.0,,0.0,,0.0,0.5096,0.9678,0.4582,0.000553682500001,-0.8370525111718741,,,5.4899073125829645,True,False,Cubic
127,CdSe/C3N4/nan,CdSe,20.52,C3N4,79.48,,0.0,1.0436261199999994,2.6001602399999997,1.55653412,0.07064461245314216,-0.10123217848832582,,,2.671528143677348,True,False,Cubic
128,CdSe/C3N4/nan,CdSe,21.4,C3N4,78.6,,0.0,1.0377133999999995,2.5820868000000003,1.5443734000000002,0.06986856793428503,-0.10937915751149546,,,2.70273314705728,True,False,Cubic
129,CdSe/C3N4/nan,CdSe,18.48,C3N4,81.52,,0.0,1.0573328799999995,2.64205776,1.5847248800000002,0.07244362474685641,-0.08234599984370532,,,2.5991892722056895,True,False,Cubic
130,CdSe/C3N4/nan,CdSe,20.49,C3N4,79.51,,0.0,1.0438276899999994,2.60077638,1.55694869,0.070671068516285,-0.10095444056708136,,,2.670464336743941,True,False,Cubic
131,CdSe/C3N4/nan,CdSe,24.47,C3N4,75.53,,0.0,1.0170860699999993,2.5190351399999997,1.50194907,0.06716123080599938,-0.13780100478550772,,,2.8115960565759037,True,False,Cubic
132,CdSe/C3N4/nan,CdSe,18.84,C3N4,81.16,,0.0,1.0549140399999992,2.63466408,1.5797500400000002,0.07212615198914211,-0.08567885489863833,,,2.61195495540657,True,False,Cubic
133,CdSe/C3N4/nan,CdSe,22.46,C3N4,77.53999999999999,,0.0,1.0305912599999993,2.5603165199999998,1.52972526,0.06893378703657077,-0.11919256406213163,,,2.7403209920376517,True,False,Cubic
134,CdSe/C3N4/nan,CdSe,20.99,C3N4,79.01,,0.0,1.0404681899999992,2.59050738,1.5500391900000001,0.07023013413057073,-0.10558340592115503,,,2.6881944523007206,True,False,Cubic
135,CdSe/C3N4/nan,CdSe,20.95,C3N4,79.05,,0.0,1.0407369499999992,2.5913288999999997,1.55059195,0.07026540888142788,-0.10521308869282915,,,2.6867760430561782,True,False,Cubic
136,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
137,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
138,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
139,ZnO/nan/nan,ZnO,100.0,,0.0,,0.0,0.630899999999999,1.4724,0.8415,0.00806893,-1.782830182499999,,,5.708336616549273,True,False,Cubic
140,V2O5/nan/nan,V2O5,100.0,,0.0,,0.0,1.8736000000000002,1.0895,-0.7841,0.004515061428572001,-2.284506755714286,,,3.173121961566887,False,False,Orthorhombic
141,ZnO/V2O5/nan,ZnO,50.0,V2O5,50.0,,0.0,1.2522499999999996,1.2809499999999998,0.028700000000000003,0.006291995714286,-2.0336684691071425,,,4.44072928905808,True,False,Cubic
142,ZnV2O6/nan/nan,ZnV2O6,100.0,,0.0,,0.0,2.4226,3.065,0.6424000000000001,0.019114350833316,-2.19748324111111,,,4.427760559782451,False,False,Monoclinic
143,ZnV2O6/C3N4/nan,ZnV2O6,40.0,C3N4,60.0,,0.0,1.6779399999999995,3.03896,1.3610200000000001,0.06089007611904,-0.8257489606587298,,,2.9374347446492592,False,False,Monoclinic
144,TiO2/C/nan,TiO2,98.0,C,2.0,,0.0,2.242368,4.83703,2.594662,0.0029963134500000004,-3.4348980294555553,,,4.066637699958569,False,False,Orthorhombic
145,K2Ti4O9/nan/nan,K2Ti4O9,100.0,,0.0,,0.0,3.0211,3.9344,0.9133,0.0023827283333260002,-3.258138655522222,,,3.432957023281483,False,False,Monoclinic
146,TiO2/Ti4O9/nan,TiO2,50.0,Ti4O9,50.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
147,Cu2O/Ti4O9/nan,Cu2O,4.9,Ti4O9,95.1,,0.0,0.512699999999999,4.6347000000000005,4.122,0.0,-0.6445054383333331,,,6.20494716806907,True,True,Cubic
148,Cu2O/Ti4O9/TiO2,Cu2O,4.9,Ti4O9,47.599999999999994,TiO2,47.5,2.1203574427480913,4.831408015267176,2.711050572519084,0.002756928554389313,-3.2375238083768023,,,4.301514048936228,True,True,Cubic
149,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
150,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
151,TiO2/C/nan,TiO2,39.3,C,60.7,,0.0,0.9558987999999994,4.4064654999999995,3.4505667,0.0016751510825,-1.3769906415316664,,,2.93601125805566,False,False,Orthorhombic
152,TiO2/C/nan,TiO2,64.7,C,35.3,,0.0,1.5125651999999996,4.5927745,3.0802093,0.0022468295175000004,-2.2674650478905556,,,3.425243142626936,False,False,Orthorhombic
153,TiO2/C/nan,TiO2,93.0,C,7.0,,0.0,2.132788,4.800355000000001,2.667567,0.002883778325,-3.259607791983333,,,3.9703322108697363,False,False,Orthorhombic
154,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
155,TiO2/S8/Au,TiO2,58.8,S8,40.0,Au,1.2,2.2980055999999998,3.826436842105263,1.5005202429149798,0.001962254755000024,-2.060774350988333,,,3.391490075738826,False,False,Orthorhombic
156,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
157,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
158,TiO2/C/nan,TiO2,100.0,C,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
159,TiO2/C/nan,TiO2,100.0,C,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
160,TiO2/C/NiO,TiO2,99.7,C,-2.831068712794149e-15,NiO,0.3,2.2862441,4.8611233,2.5748792,0.0030322035175,-3.4981533379711105,,,4.1131308793401775,False,False,Orthorhombic
161,TiO2/C/NiO,TiO2,99.7,C,-2.831068712794149e-15,NiO,0.3,2.2862441,4.8611233,2.5748792,0.0030322035175,-3.4981533379711105,,,4.1131308793401775,False,False,Orthorhombic
162,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
163,TiO2/nan/Ni(OH)2,TiO2,99.5,,0.0,Ni(OH)2,0.5,2.278604,4.848138,2.569534,0.003080852975,-3.493710501289722,,,4.104965552760846,False,False,Orthorhombic
164,TiO2/nan/Ni(OH)2,TiO2,99.0,,0.0,Ni(OH)2,1.0,2.271008,4.844576,2.5735680000000003,0.00312037845,-3.4824068781349995,,,4.104771209927588,False,False,Orthorhombic
165,TiO2/nan/Ni(OH)2,TiO2,98.5,,0.0,Ni(OH)2,1.5,2.263412,4.841014,2.5776019999999997,0.0031599039249999997,-3.471103254980277,,,4.10457686709433,False,False,Orthorhombic
166,TiO2/nan/Ni(OH)2,TiO2,98.0,,0.0,Ni(OH)2,2.0,2.2558160000000003,4.837452,2.581636,0.0031994294000000003,-3.4597996318255553,,,4.104382524261072,False,False,Orthorhombic
167,TiO2/nan/Ni(OH)2,TiO2,85.0,,0.0,Ni(OH)2,15.0,2.05832,4.74484,2.68652,0.00422709175,-3.1659054298027773,,,4.099329610596369,False,False,Orthorhombic
168,Ni(OH)2/nan/nan,Ni(OH)2,100.0,,0.0,,0.0,0.767,4.1393,3.3723,0.0109464225,-1.244289493499999,,,4.066291328942543,False,False,Trigonal
169,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
170,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
171,TiO2/C9OH2/nan,TiO2,99.25,C9OH2,0.75,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
172,TiO2/C9OH2/nan,TiO2,99.25,C9OH2,0.75,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
173,TiO2/C9OH2/CeO2,TiO2,98.25,C9OH2,0.75,CeO2,1.0,2.2819531486146096,4.872376070528968,2.5904229219143575,0.0030106844017632243,-3.509267646582703,,,4.13427424529758,False,False,Orthorhombic
174,TiO2/C9OH2/CeO2,TiO2,98.25,C9OH2,0.75,CeO2,1.0,2.2819531486146096,4.872376070528968,2.5904229219143575,0.0030106844017632243,-3.509267646582703,,,4.13427424529758,False,False,Orthorhombic
175,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
176,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
177,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
178,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
180,C3N4/nan/nan,C3N4,100.0,,0.0,,0.0,1.181499999999999,3.0216,1.8401,0.088740559642856,0.088740559642857,,,1.9438842012271311,False,False,Orthorhombic
181,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
182,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
183,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
184,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
185,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
186,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
187,C3N4/nan/TiN,C3N4,97.0,,0.0,TiN,3.0,1.1460549999999992,3.0216,1.8401,0.08831279553766123,0.03003277705641228,,,2.0266484744401643,False,False,Orthorhombic
188,TiN/nan/nan,TiN,100.0,,0.0,,0.0,0.0,,,0.074481756136364,-1.868185526571967,,,4.702693308328239,False,False,Trigonal
189,C3N4/nan/TiN,C3N4,98.0,,0.0,TiN,2.0,1.157869999999999,3.0216,1.8401,0.08845538357272616,0.049602037918560514,,,1.9990603833691534,False,False,Orthorhombic
190,C3N4/nan/TiN,C3N4,96.0,,0.0,TiN,4.0,1.134239999999999,3.0216,1.8401,0.08817020750259633,0.010463516194264041,,,2.0542365655111756,False,False,Orthorhombic
191,C3N4/nan/TiN,C3N4,92.0,,0.0,TiN,8.0,1.0869799999999992,3.0216,1.8401,0.08759985536233664,-0.0678135272543289,,,2.1645889297952197,False,False,Orthorhombic
192,C3N4/nan/TiN,C3N4,88.0,,0.0,TiN,12.0,1.0397199999999993,3.0216,1.8401,0.08702950322207696,-0.14609057070292186,,,2.274941294079264,False,False,Orthorhombic
193,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
194,TiO2/nan/Au,TiO2,99.71,,6.2727600891321345e-15,Au,0.29,2.27957002,4.8517,2.5655,0.003038622314750006,-3.494843468819055,,,4.146992433114397,False,False,Orthorhombic
195,TiO2/nan/Au,TiO2,99.58,,1.7208456881689926e-15,Au,0.42,2.27659796,4.8517,2.5655,0.0030374096455000085,-3.4902842094007775,,,4.165744949933838,False,False,Orthorhombic
196,TiO2/nan/Au,TiO2,99.58,,1.7208456881689926e-15,Au,0.42,2.27659796,4.8517,2.5655,0.0030374096455000085,-3.4902842094007775,,,4.165744949933838,False,False,Orthorhombic
197,TiO2/nan/Au,TiO2,99.58,,1.7208456881689926e-15,Au,0.42,2.27659796,4.8517,2.5655,0.0030374096455000085,-3.4902842094007775,,,4.165744949933838,False,False,Orthorhombic
198,TiO2/nan/Au,TiO2,99.44,,2.220446049250313e-15,Au,0.56,2.2733972799999997,4.8517,2.5655,0.003036103694000011,-3.4853742377195553,,,4.185939968047084,False,False,Orthorhombic
199,TiO2/nan/Au,TiO2,99.04,,-6.217248937900877e-15,Au,0.96,2.26425248,4.8517,2.5655,0.00303237240400002,-3.4713457472017777,,,4.243640019799213,False,False,Orthorhombic
200,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
201,TiO2/nan/nan,TiO2,100.0,,0.0,,0.0,2.2862,4.8517,2.5655,0.0030413275,-3.505014124444444,,,4.105159895594103,False,False,Orthorhombic
202,TiO2/nan/Ag,TiO2,97.0,,0.0,Ag,3.0,2.2176139999999998,4.8517,2.5655,0.00301388912499997,-3.3997998992611107,0.7855769799335981,4.218729824898447,4.292882097817666,False,False,Orthorhombic
203,TiO2/nan/Ag,TiO2,99.0,,0.0,Ag,1.0,2.263338,4.8517,2.5655,0.00303218137499999,-3.4699427160499994,0.7855769799335981,4.218729824898447,4.167733963001957,False,False,Orthorhombic
204,TiO2/nan/Ag,TiO2,95.0,,0.0,Ag,5.0,2.17189,4.8517,2.5655,0.00299559687499995,-3.329657082472222,0.7855769799335982,4.218729824898447,4.418030232633375,False,False,Orthorhombic
205,TiO2/nan/Au,TiO2,99.8,,2.831068712794149e-15,Au,0.2,2.2816276,4.8517,2.5655,0.0030394618550000038,-3.4979998791855555,,,4.1340099214701675,False,False,Orthorhombic
206,TiO2/nan/Au,TiO2,99.3,,2.886579864025407e-15,Au,0.7,2.2701966,4.8517,2.5655,0.003034797742500014,-3.480464266038333,,,4.206134986160329,False,False,Orthorhombic
207,ZnO/nan/nan,ZnO,100.0,,0.0,,0.0,0.630899999999999,1.4724,0.8415,0.00806893,-1.782830182499999,,,5.708336616549273,True,False,Cubic
208,CeO2/nan/nan,CeO2,100.0,,0.0,,0.0,1.8647,6.9038,5.0391,0.0,-3.9271761966666663,,,6.994759103664203,False,True,Cubic
209,ZnO/CeO2/Ag,ZnO,97.0,CeO2,2.0,Ag,1.0,0.649266999999999,1.5821252525252525,0.9263,0.00784812924999999,-1.8078675338083323,0.7855769799335981,4.218729824898447,5.780607366489874,True,False,Cubic
210,ZnO/CeO2/Ag,ZnO,96.0,CeO2,2.0,Ag,2.0,0.642957999999999,1.5832448979591836,0.9271653061224491,0.00778870709999998,-1.7900179648333323,0.7855769799335981,4.218729824898447,5.827149666688176,True,False,Cubic
211,ZnO/CeO2/Ag,ZnO,95.0,CeO2,2.0,Ag,3.0,0.6366489999999991,1.5843876288659795,0.9280484536082474,0.00772928494999997,-1.7721683958583323,0.7855769799335981,4.218729824898447,5.873691966886478,True,False,Cubic
212,ZnO/CeO2/Ag,ZnO,94.0,CeO2,2.0,Ag,4.0,0.6303399999999991,1.5855541666666668,0.92895,0.00766986279999996,-1.7543188268833323,0.7855769799335981,4.218729824898447,5.920234267084782,True,False,Cubic
214,Au/Ti0.82Si0.18O2/nan,Au,1.0,Ti0.82Si0.18O2,99.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
215,Au/Ti0.76Si0.24O2/nan,Au,1.0,Ti0.76Si0.24O2,99.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
216,Au/Ti0.72Si0.28O2/nan,Au,1.0,Ti0.72Si0.28O2,99.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
217,Au/TiO2/nan,Au,1.0,TiO2,99.0,,0.0,2.263338,4.8517,2.5655,0.00303199927500002,-3.4699428981499993,,,4.249410024974425,False,False,Hexagonal
218,Au/TiO2/nan,Au,1.0,TiO2,99.0,,0.0,2.263338,4.8517,2.5655,0.00303199927500002,-3.4699428981499993,,,4.249410024974425,False,False,Hexagonal
220,Au/Ti0.82Si0.18O2/nan,Au,0.5,Ti0.82Si0.18O2,99.5,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
221,Au/Ti0.76Si0.24O2/nan,Au,0.5,Ti0.76Si0.24O2,99.5,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
222,Au/Ti0.72Si0.28O2/nan,Au,0.5,Ti0.72Si0.28O2,99.5,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
223,Au/Ti0.72Si0.28O2/nan,Au,2.0,Ti0.72Si0.28O2,98.0,,0.0,0.0,,,0.0021085050000020002,0.0021085050000020002,,,18.530172833626356,False,False,Hexagonal
224,Cu/ZnO/nan,Cu,20.0,ZnO,80.0,,0.0,0.5047199999999993,1.4724,0.8415,0.0079984519999996,-1.4247208379999998,1.390374491664041,4.554791979046378,6.408789747771723,False,False,Hexagonal
225,Cu/ZnO/nan,Cu,20.0,ZnO,80.0,,0.0,0.5047199999999993,1.4724,0.8415,0.0079984519999996,-1.4247208379999998,1.390374491664041,4.554791979046378,6.408789747771723,False,False,Hexagonal
226,Cu/ZnO/nan,Cu,33.3,ZnO,66.7,,0.0,0.42081029999999936,1.4724,0.8415,0.007951584129999335,-1.1865781239075002,1.390374491664041,4.554791979046378,6.874591080034652,False,False,Hexagonal
227,Cu/ZnO/nan,Cu,33.3,ZnO,66.7,,0.0,0.42081029999999936,1.4724,0.8415,0.007951584129999335,-1.1865781239075002,1.390374491664041,4.554791979046378,6.874591080034652,False,False,Hexagonal
